# 
# Header Description:
# 
# Version: v3.0.3.1 Platform: 11 Manufacturer: OnePlus Model: HD1901
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Status,1651496145000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496145000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496145000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496145000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496145000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496145000,46,21,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496145000,46,22,5,16,1561097984,19.30,120.00,37.00,0,1,0,19.3
Status,1651496145000,46,23,5,6,1561097984,19.10,127.00,37.00,0,1,0,19.1
Status,1651496145000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496145000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496145000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496145000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496145000,46,28,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496145000,46,29,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496145000,46,30,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496145000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496145000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496145000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496145000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496145000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496145000,46,36,5,26,1561097984,0.00,232.00,4.00,0,1,0,0.0
Status,1651496145000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496145000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496145000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496145000,46,41,6,19,1575420032,0.00,147.00,64.00,0,1,0,0.0
Status,1651496145000,46,42,6,24,1575420032,0.00,291.00,13.00,0,1,0,0.0
Status,1651496145000,46,43,6,26,1575420032,0.00,80.00,22.00,0,1,0,0.0
Status,1651496145000,46,44,6,31,1575420032,0.00,243.00,28.00,0,1,0,0.0
Status,1651496145000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496146436,414678292000000,,,-1335116686144925143,0.3616147041320801,520.4938934184611,-76.311744796712,43.37857946045639,29,15,0.0,16399,132964368962096,70,21.2,-154.44235229492188,1.8385000228881836,16,0.0,0.0,1.57542003E9,,,,0,,1,0.1,17.599999999999998,0.0,0.0,,,C,
Raw,1651496146436,414678292000000,,,-1335116686144925143,0.3616147041320801,520.4938934184611,-76.311744796712,43.37857946045639,29,24,0.0,16399,132964354748117,181,13.6,-320.28326416015625,10.297500610351562,16,0.0,0.0,1.57542003E9,,,,0,,1,0.1,10.0,0.0,0.0,,,C,
Status,1651496145000,46,0,1,12,1575420032,15.80,174.00,12.00,0,1,0,15.8
Status,1651496145000,46,1,1,13,1575420032,15.60,67.00,35.00,0,1,0,15.6
Status,1651496145000,46,2,1,15,1575420032,21.20,111.00,66.00,0,1,0,21.2
Status,1651496145000,46,3,1,24,1575420032,13.60,156.00,9.00,0,1,0,13.6
Status,1651496145000,46,4,1,2,1575420032,0.00,84.00,14.00,0,1,0,0.0
Status,1651496145000,46,5,1,5,1575420032,0.00,30.00,25.00,0,1,0,0.0
Status,1651496145000,46,6,1,10,1575420032,0.00,240.00,14.00,0,1,0,0.0
Status,1651496145000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496145000,46,8,1,20,1575420032,0.00,46.00,3.00,0,1,0,0.0
Status,1651496145000,46,9,1,23,1575420032,0.00,260.00,39.00,0,1,0,0.0
Status,1651496145000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496145000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496145000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496145000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,14,3,2,1599750016,0.00,205.00,18.00,0,1,0,0.0
Status,1651496145000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496145000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496145000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496145000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496145000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496145000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496145000,46,21,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496145000,46,22,5,16,1561097984,19.30,120.00,37.00,0,1,0,19.3
Status,1651496145000,46,23,5,6,1561097984,20.10,127.00,37.00,0,1,0,20.1
Status,1651496145000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496145000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496145000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496145000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496145000,46,28,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496145000,46,29,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496145000,46,30,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496145000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496145000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496145000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496145000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496145000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496145000,46,36,5,26,1561097984,0.00,232.00,4.00,0,1,0,0.0
Status,1651496145000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496145000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496145000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496145000,46,41,6,19,1575420032,0.00,147.00,64.00,0,1,0,0.0
Status,1651496145000,46,42,6,24,1575420032,0.00,291.00,13.00,0,1,0,0.0
Status,1651496145000,46,43,6,26,1575420032,0.00,80.00,22.00,0,1,0,0.0
Status,1651496145000,46,44,6,31,1575420032,0.00,243.00,28.00,0,1,0,0.0
Status,1651496145000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496147436,414679292000000,,,-1335116686144925220,0.27045726776123047,492.39792861044407,-73.11921585105883,34.63110461005727,29,6,0.0,16399,132951309878338,92,20.1,-314.8679504394531,2.6800003051757812,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.43,15.8,-1508.578369140625,35.4803466796875,,,I,
Status,1651496145000,46,0,1,12,1575420032,15.80,174.00,12.00,0,1,0,15.8
Status,1651496145000,46,1,1,13,1575420032,15.60,67.00,35.00,0,1,0,15.6
Status,1651496145000,46,2,1,15,1575420032,21.80,111.00,66.00,0,1,0,21.8
Status,1651496145000,46,3,1,24,1575420032,13.60,156.00,9.00,0,1,0,13.6
Status,1651496145000,46,4,1,2,1575420032,0.00,84.00,14.00,0,1,0,0.0
Status,1651496145000,46,5,1,5,1575420032,0.00,30.00,25.00,0,1,0,0.0
Status,1651496145000,46,6,1,10,1575420032,0.00,240.00,14.00,0,1,0,0.0
Status,1651496145000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496145000,46,8,1,20,1575420032,0.00,46.00,3.00,0,1,0,0.0
Status,1651496145000,46,9,1,23,1575420032,0.00,260.00,39.00,0,1,0,0.0
Status,1651496145000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496145000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496145000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496145000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,14,3,2,1599750016,0.00,205.00,18.00,0,1,0,0.0
Status,1651496145000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496145000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496145000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496145000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496145000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496145000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496145000,46,21,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496145000,46,22,5,16,1561097984,19.30,120.00,37.00,0,1,0,19.3
Status,1651496145000,46,23,5,6,1561097984,20.10,127.00,37.00,0,1,0,20.1
Status,1651496145000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496145000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496145000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496145000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496145000,46,28,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496145000,46,29,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496145000,46,30,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496145000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496145000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496145000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496145000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496145000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496145000,46,36,5,26,1561097984,0.00,232.00,4.00,0,1,0,0.0
Status,1651496145000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496145000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496145000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496145000,46,41,6,19,1575420032,0.00,147.00,64.00,0,1,0,0.0
Status,1651496145000,46,42,6,24,1575420032,0.00,291.00,13.00,0,1,0,0.0
Status,1651496145000,46,43,6,26,1575420032,0.00,80.00,22.00,0,1,0,0.0
Status,1651496145000,46,44,6,31,1575420032,0.00,243.00,28.00,0,1,0,0.0
Status,1651496145000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496148436,414680292000000,,,-1335116686144925295,0.8689594268798828,526.1044134385884,-74.40326660082368,37.042138551294514,29,15,0.0,16399,132966368963011,61,21.8,-156.07887268066406,1.8385000228881836,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.34,18.2,0.0,0.0,,,C,
Fix,FLP,17.4070125,78.5195734,437.699982,0.031326,21.552999,304.695740,1651496147361,0.0,0.0,79583159000000,1.9103189
Fix,NLP,17.4070131,78.5195726,437.699982,0.000000,20.000000,0.000000,1651496147360,0.0,0.0,79583159000000,1.9103189
Status,1651496145000,46,0,1,12,1575420032,15.80,174.00,12.00,0,1,0,15.8
Status,1651496145000,46,1,1,13,1575420032,15.60,67.00,35.00,0,1,0,15.6
Status,1651496145000,46,2,1,15,1575420032,21.20,111.00,66.00,0,1,0,21.2
Status,1651496145000,46,3,1,24,1575420032,13.60,156.00,9.00,0,1,0,13.6
Status,1651496145000,46,4,1,2,1575420032,0.00,84.00,14.00,0,1,0,0.0
Status,1651496145000,46,5,1,5,1575420032,0.00,30.00,25.00,0,1,0,0.0
Status,1651496145000,46,6,1,10,1575420032,0.00,240.00,14.00,0,1,0,0.0
Status,1651496145000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496145000,46,8,1,20,1575420032,0.00,46.00,3.00,0,1,0,0.0
Status,1651496145000,46,9,1,23,1575420032,0.00,260.00,39.00,0,1,0,0.0
Status,1651496145000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496145000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496145000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496145000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,14,3,2,1599750016,0.00,205.00,18.00,0,1,0,0.0
Status,1651496145000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496145000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496145000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496145000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496145000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496145000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496145000,46,21,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496145000,46,22,5,16,1561097984,18.20,120.00,37.00,0,1,0,18.2
Status,1651496145000,46,23,5,6,1561097984,20.10,127.00,37.00,0,1,0,20.1
Status,1651496145000,46,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496145000,46,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496145000,46,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496145000,46,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496145000,46,28,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496145000,46,29,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496145000,46,30,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496145000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496145000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496145000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496145000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496145000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496145000,46,36,5,26,1561097984,0.00,232.00,4.00,0,1,0,0.0
Status,1651496145000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496145000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496145000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496145000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496145000,46,41,6,19,1575420032,0.00,147.00,64.00,0,1,0,0.0
Status,1651496145000,46,42,6,24,1575420032,0.00,291.00,13.00,0,1,0,0.0
Status,1651496145000,46,43,6,26,1575420032,0.00,80.00,22.00,0,1,0,0.0
Status,1651496145000,46,44,6,31,1575420032,0.00,243.00,28.00,0,1,0,0.0
Status,1651496145000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Fix,GPS,17.4070168,78.5195718,410.503906,0.000000,33.561020,0.000000,1651496150000,1.0,0.0,79585798520360,38.78797
Raw,1651496149436,414681292000000,,,-1335116686144925367,0.6728334426879883,475.2648819703609,-75.96334270821968,33.474489331384994,29,15,0.0,16399,132967368963666,70,21.2,-156.6592559814453,1.088499903678894,16,0.0,0.0,1.57542003E9,,,,0,,1,-2.07,17.599999999999998,0.0,0.0,,,C,
Raw,1651496149436,414681292000000,,,-1335116686144925367,0.6728334426879883,475.2648819703609,-75.96334270821968,33.474489331384994,29,16,0.0,16399,132953310191126,122,18.2,-303.2399597167969,5.121500492095947,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.04,13.899999999999999,-1508.578369140625,35.50094223022461,,,I,
Fix,FLP,17.4070132,78.5195725,437.699982,0.042603,21.424999,310.666931,1651496150000,0.0,0.0,79585798520360,1.936714
Status,1651496150000,46,0,1,12,1575420032,15.80,174.00,12.00,1,1,0,15.8
Status,1651496150000,46,1,1,15,1575420032,21.20,111.00,66.00,1,1,0,21.2
Status,1651496150000,46,2,1,24,1575420032,13.60,156.00,9.00,1,1,0,13.6
Status,1651496150000,46,3,1,2,1575420032,0.00,84.00,14.00,0,1,0,0.0
Status,1651496150000,46,4,1,5,1575420032,0.00,30.00,25.00,0,1,0,0.0
Status,1651496150000,46,5,1,10,1575420032,0.00,240.00,14.00,0,1,0,0.0
Status,1651496150000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496150000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496150000,46,8,1,20,1575420032,0.00,46.00,3.00,0,1,0,0.0
Status,1651496150000,46,9,1,23,1575420032,0.00,260.00,39.00,0,1,0,0.0
Status,1651496150000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496150000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496150000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496150000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496150000,46,14,3,2,1599750016,0.00,205.00,18.00,0,1,0,0.0
Status,1651496150000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496150000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496150000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496150000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496150000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496150000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496150000,46,21,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496150000,46,22,5,19,1561097984,17.30,30.00,40.00,0,1,0,17.3
Status,1651496150000,46,23,5,16,1561097984,23.00,120.00,37.00,1,1,0,23.0
Status,1651496150000,46,24,5,6,1561097984,20.10,127.00,37.00,1,1,0,20.1
Status,1651496150000,46,25,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496150000,46,26,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496150000,46,27,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496150000,46,28,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496150000,46,29,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496150000,46,30,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496150000,46,31,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496150000,46,32,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496150000,46,33,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496150000,46,34,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496150000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496150000,46,36,5,26,1561097984,0.00,232.00,3.00,0,1,0,0.0
Status,1651496150000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496150000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496150000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496150000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496150000,46,41,6,19,1575420032,0.00,147.00,64.00,0,1,0,0.0
Status,1651496150000,46,42,6,24,1575420032,0.00,291.00,13.00,0,1,0,0.0
Status,1651496150000,46,43,6,26,1575420032,0.00,80.00,22.00,0,1,0,0.0
Status,1651496150000,46,44,6,31,1575420032,0.00,243.00,28.00,0,1,0,0.0
Status,1651496150000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Fix,GPS,17.4070168,78.5195718,410.497070,0.000000,35.816730,0.000000,1651496151000,1.1580155,0.0,79586798519890,38.250797
Fix,FLP,17.4070134,78.5195725,437.699982,0.033274,21.326000,314.312958,1651496151000,0.0,0.0,79586798519890,1.946714
Raw,1651496150436,414682292000000,,,-1335116686144925447,0.5641908645629883,396.5074138250202,-78.55530893326456,27.674463956746017,29,19,0.0,16399,132954360081901,1487,17.3,443.2079772949219,9.516500473022461,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.07,13.0,-1508.578125,35.51124572753906,,,I,
Raw,1651496150436,414682292000000,,,-1335116686144925447,0.5641908645629883,396.5074138250202,-78.55530893326456,27.674463956746017,29,16,0.0,16399,132954310192217,61,23.0,-307.95452880859375,0.9314999580383301,16,0.0,0.0,1.56109798E9,,,,0,,5,-9.07,18.7,-1508.578125,35.51124572753906,,,I,
Status,1651496151000,46,0,1,12,1575420032,15.80,174.00,12.00,1,1,0,15.8
Status,1651496151000,46,1,1,15,1575420032,21.30,111.00,66.00,1,1,0,21.3
Status,1651496151000,46,2,1,24,1575420032,13.60,156.00,9.00,1,1,0,13.6
Status,1651496151000,46,3,1,2,1575420032,0.00,84.00,14.00,0,1,0,0.0
Status,1651496151000,46,4,1,5,1575420032,0.00,30.00,25.00,0,1,0,0.0
Status,1651496151000,46,5,1,10,1575420032,0.00,240.00,14.00,0,1,0,0.0
Status,1651496151000,46,6,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496151000,46,7,1,18,1575420032,0.00,326.00,30.00,0,1,0,0.0
Status,1651496151000,46,8,1,20,1575420032,0.00,46.00,3.00,0,1,0,0.0
Status,1651496151000,46,9,1,23,1575420032,0.00,260.00,39.00,0,1,0,0.0
Status,1651496151000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496151000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496151000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496151000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496151000,46,14,3,2,1599750016,0.00,205.00,18.00,0,1,0,0.0
Status,1651496151000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496151000,46,16,3,13,1600875008,0.00,234.00,5.00,0,1,0,0.0
Status,1651496151000,46,17,3,1,1602562560,0.00,216.00,78.00,0,1,0,0.0
Status,1651496151000,46,18,3,24,1603124992,0.00,334.00,16.00,0,1,0,0.0
Status,1651496151000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496151000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496151000,46,21,5,29,1561097984,17.30,111.00,33.00,0,1,0,17.3
Status,1651496151000,46,22,5,22,1561097984,16.30,255.00,78.00,0,1,0,16.3
Status,1651496151000,46,23,5,19,1561097984,17.30,30.00,40.00,0,1,0,17.3
Status,1651496151000,46,24,5,16,1561097984,23.00,120.00,37.00,1,1,0,23.0
Status,1651496151000,46,25,5,6,1561097984,20.10,127.00,37.00,1,1,0,20.1
Status,1651496151000,46,26,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496151000,46,27,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496151000,46,28,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496151000,46,29,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496151000,46,30,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496151000,46,31,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496151000,46,32,5,9,1561097984,0.00,144.00,33.00,0,1,0,0.0
Status,1651496151000,46,33,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496151000,46,34,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496151000,46,35,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496151000,46,36,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496151000,46,37,4,195,1575420032,15.50,104.00,28.00,0,1,0,15.5
Status,1651496151000,46,38,6,4,1575420032,0.00,201.00,17.00,0,1,0,0.0
Status,1651496151000,46,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496151000,46,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
