# 
# Header Description:
# 
# Version: v3.0.3.1 Platform: 11 Manufacturer: OnePlus Model: HD1901
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Status,1651496212000,45,37,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496212000,45,38,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496212000,45,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496212000,45,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496212000,45,41,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496212000,45,42,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496212000,45,43,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496212000,45,44,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Fix,GPS,17.4070149,78.5195697,452.552063,0.000000,32.526459,0.000000,1651496213000,0.87281156,0.0,79648798519891,28.979336
Raw,1651496212436,414744292000000,,,-1335116686144930232,0.30959320068359375,300.64451857469976,-73.9010130614097,26.299417409412424,29,29,0.0,16399,133016357884243,61,22.8,279.4654541015625,1.0220000743865967,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.84,18.5,-1508.574951171875,35.86641311645508,,,I,
Fix,FLP,17.4070113,78.5195643,437.699982,0.007659,21.222000,177.673645,1651496213000,0.0,0.0,79648798519891,2.1463032
Status,1651496213000,45,0,1,15,1575420032,21.50,109.00,66.00,1,1,0,21.5
Status,1651496213000,45,1,1,18,1575420032,18.90,326.00,30.00,1,1,0,18.9
Status,1651496213000,45,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496213000,45,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496213000,45,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496213000,45,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496213000,45,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496213000,45,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496213000,45,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496213000,45,9,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496213000,45,10,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496213000,45,11,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496213000,45,12,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496213000,45,13,3,2,1599750016,0.00,206.00,18.00,0,1,0,0.0
Status,1651496213000,45,14,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496213000,45,15,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496213000,45,16,3,1,1602562560,0.00,219.00,79.00,0,1,0,0.0
Status,1651496213000,45,17,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496213000,45,18,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496213000,45,19,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496213000,45,20,5,29,1561097984,23.40,112.00,33.00,0,1,0,23.4
Status,1651496213000,45,21,5,16,1561097984,18.60,120.00,37.00,0,1,0,18.6
Status,1651496213000,45,22,5,9,1561097984,16.10,144.00,33.00,1,1,0,16.1
Status,1651496213000,45,23,5,6,1561097984,19.80,126.00,37.00,1,1,0,19.8
Status,1651496213000,45,24,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496213000,45,25,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496213000,45,26,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496213000,45,27,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496213000,45,28,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496213000,45,29,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496213000,45,30,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496213000,45,31,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496213000,45,32,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496213000,45,33,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496213000,45,34,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496213000,45,35,5,22,1561097984,0.00,257.00,78.00,0,1,0,0.0
Status,1651496213000,45,36,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496213000,45,37,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496213000,45,38,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496213000,45,39,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496213000,45,40,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496213000,45,41,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496213000,45,42,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496213000,45,43,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496213000,45,44,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Fix,GPS,17.4070149,78.5195697,452.527649,0.000000,42.103882,0.000000,1651496214000,0.9300538,0.0,79649798519839,34.44316
Raw,1651496213436,414745292000000,,,-1335116686144930306,0.4072842597961426,330.44422161765397,-73.9010130614097,33.135353831192546,29,15,0.0,16399,133031368996022,70,21.5,-146.84962463378906,1.8385000228881836,16,0.0,0.0,1.57542003E9,,,,0,,1,-1.1,17.9,0.0,0.0,,,C,
Raw,1651496213436,414745292000000,,,-1335116686144930306,0.4072842597961426,330.44422161765397,-73.9010130614097,33.135353831192546,29,29,0.0,16399,133017357883257,53,23.4,280.6465148925781,0.9419999718666077,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.9,19.099999999999998,-1508.574951171875,35.86641311645508,,,I,
Fix,FLP,17.4070112,78.5195642,437.699982,0.008296,21.274000,201.938843,1651496214000,0.0,0.0,79649798519839,2.1563032
Status,1651496214000,46,0,1,15,1575420032,22.50,109.00,66.00,1,1,0,22.5
Status,1651496214000,46,1,1,18,1575420032,18.90,326.00,30.00,1,1,0,18.9
Status,1651496214000,46,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496214000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496214000,46,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496214000,46,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496214000,46,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496214000,46,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496214000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496214000,46,9,1,23,1575420032,0.00,261.00,40.00,0,1,0,0.0
Status,1651496214000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496214000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496214000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496214000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496214000,46,14,3,2,1599750016,0.00,206.00,18.00,0,1,0,0.0
Status,1651496214000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496214000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496214000,46,17,3,1,1602562560,0.00,219.00,79.00,0,1,0,0.0
Status,1651496214000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496214000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496214000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496214000,46,21,5,29,1561097984,22.80,112.00,33.00,0,1,0,22.8
Status,1651496214000,46,22,5,16,1561097984,18.60,120.00,37.00,0,1,0,18.6
Status,1651496214000,46,23,5,9,1561097984,16.10,144.00,33.00,1,1,0,16.1
Status,1651496214000,46,24,5,6,1561097984,19.10,126.00,37.00,1,1,0,19.1
Status,1651496214000,46,25,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496214000,46,26,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496214000,46,27,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496214000,46,28,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496214000,46,29,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496214000,46,30,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496214000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496214000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496214000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496214000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496214000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496214000,46,36,5,22,1561097984,0.00,257.00,78.00,0,1,0,0.0
Status,1651496214000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496214000,46,38,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496214000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496214000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496214000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496214000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496214000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496214000,46,44,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496214000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Fix,GPS,17.4070149,78.5195697,452.667847,0.000000,52.919861,0.000000,1651496215000,0.9588013,0.0,79650798519735,39.773674
Raw,1651496214436,414746292000000,,,-1335116686144930380,0.12499570846557617,377.5273507926613,-73.81129925322814,31.705932483375044,29,15,0.0,16399,133032368996595,61,22.5,-146.18359375,1.0084999799728394,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.95,18.9,0.0,0.0,,,C,
Raw,1651496214436,414746292000000,,,-1335116686144930380,0.12499570846557617,377.5273507926613,-73.81129925322814,31.705932483375044,29,29,0.0,16399,133018357882394,61,22.8,279.4174499511719,1.037000060081482,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.78,18.5,-1508.574951171875,35.879615783691406,,,I,
Raw,1651496214436,414746292000000,,,-1335116686144930380,0.12499570846557617,377.5273507926613,-73.81129925322814,31.705932483375044,29,6,0.0,16399,133018309948602,106,19.1,-312.7267150878906,2.7700002193450928,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.78,14.8,-1508.574951171875,35.879615783691406,,,I,
Fix,FLP,17.4070111,78.5195641,437.699982,0.010438,21.280001,215.465164,1651496215000,0.0,0.0,79650798519735,2.1663032
Fix,NLP,17.4070103,78.5195647,437.699982,0.000000,20.000000,0.000000,1651496214070,0.0,0.0,79649869000000,1.9693491
Status,1651496215000,46,0,1,15,1575420032,22.50,109.00,66.00,1,1,0,22.5
Status,1651496215000,46,1,1,18,1575420032,18.90,326.00,30.00,1,1,0,18.9
Status,1651496215000,46,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496215000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496215000,46,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496215000,46,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496215000,46,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496215000,46,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496215000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496215000,46,9,1,23,1575420032,0.00,261.00,40.00,0,1,0,0.0
Status,1651496215000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496215000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496215000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496215000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,14,3,2,1599750016,0.00,206.00,18.00,0,1,0,0.0
Status,1651496215000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496215000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496215000,46,17,3,1,1602562560,0.00,219.00,79.00,0,1,0,0.0
Status,1651496215000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496215000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496215000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496215000,46,21,5,29,1561097984,23.00,112.00,33.00,0,1,0,23.0
Status,1651496215000,46,22,5,16,1561097984,18.60,120.00,37.00,0,1,0,18.6
Status,1651496215000,46,23,5,9,1561097984,16.10,144.00,33.00,1,1,0,16.1
Status,1651496215000,46,24,5,6,1561097984,19.10,126.00,37.00,1,1,0,19.1
Status,1651496215000,46,25,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496215000,46,26,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496215000,46,27,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496215000,46,28,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496215000,46,29,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496215000,46,30,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496215000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496215000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496215000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496215000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496215000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496215000,46,36,5,22,1561097984,0.00,257.00,78.00,0,1,0,0.0
Status,1651496215000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496215000,46,38,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496215000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496215000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496215000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496215000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496215000,46,44,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496215000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496215436,414747292000000,,,-1335116686144930454,0.528160572052002,431.7038110457361,-72.53376978942784,27.784737311848975,29,29,0.0,16399,133019357881413,61,23.0,278.5917053222656,0.9419999718666077,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.81,18.7,-1508.574951171875,35.88108444213867,,,I,
Status,1651496215000,46,0,1,15,1575420032,22.50,109.00,66.00,0,1,0,22.5
Status,1651496215000,46,1,1,18,1575420032,18.90,326.00,30.00,0,1,0,18.9
Status,1651496215000,46,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496215000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496215000,46,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496215000,46,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496215000,46,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496215000,46,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496215000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496215000,46,9,1,23,1575420032,0.00,261.00,40.00,0,1,0,0.0
Status,1651496215000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496215000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496215000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496215000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,14,3,2,1599750016,0.00,206.00,18.00,0,1,0,0.0
Status,1651496215000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496215000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496215000,46,17,3,1,1602562560,0.00,219.00,79.00,0,1,0,0.0
Status,1651496215000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496215000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496215000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496215000,46,21,5,29,1561097984,23.00,112.00,33.00,0,1,0,23.0
Status,1651496215000,46,22,5,16,1561097984,18.60,120.00,37.00,0,1,0,18.6
Status,1651496215000,46,23,5,9,1561097984,16.10,144.00,33.00,0,1,0,16.1
Status,1651496215000,46,24,5,6,1561097984,21.20,126.00,37.00,0,1,0,21.2
Status,1651496215000,46,25,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496215000,46,26,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496215000,46,27,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496215000,46,28,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496215000,46,29,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496215000,46,30,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496215000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496215000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496215000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496215000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496215000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496215000,46,36,5,22,1561097984,0.00,257.00,78.00,0,1,0,0.0
Status,1651496215000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496215000,46,38,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496215000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496215000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496215000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496215000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496215000,46,44,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496215000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496216436,414748292000000,,,-1335116686144930527,0.9967584609985352,462.98885717988014,-72.53376978942784,34.6206737336291,29,6,0.0,16399,133020309950782,80,21.2,-312.9571533203125,1.840000033378601,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.69,16.9,-1508.574951171875,35.88108444213867,,,I,
Status,1651496215000,46,0,1,15,1575420032,22.50,109.00,66.00,0,1,0,22.5
Status,1651496215000,46,1,1,18,1575420032,18.90,326.00,30.00,0,1,0,18.9
Status,1651496215000,46,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496215000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496215000,46,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496215000,46,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496215000,46,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496215000,46,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496215000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
Status,1651496215000,46,9,1,23,1575420032,0.00,261.00,40.00,0,1,0,0.0
Status,1651496215000,46,10,1,25,1575420032,0.00,213.00,30.00,0,1,0,0.0
Status,1651496215000,46,11,1,26,1575420032,0.00,300.00,6.00,0,1,0,0.0
Status,1651496215000,46,12,1,29,1575420032,0.00,354.00,73.00,0,1,0,0.0
Status,1651496215000,46,13,3,14,1598062464,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,14,3,2,1599750016,0.00,206.00,18.00,0,1,0,0.0
Status,1651496215000,46,15,3,22,1600312448,0.00,97.00,26.00,0,1,0,0.0
Status,1651496215000,46,16,3,13,1600875008,0.00,234.00,4.00,0,1,0,0.0
Status,1651496215000,46,17,3,1,1602562560,0.00,219.00,79.00,0,1,0,0.0
Status,1651496215000,46,18,3,24,1603124992,0.00,336.00,17.00,0,1,0,0.0
Status,1651496215000,46,19,3,23,1603687552,0.00,19.00,42.00,0,1,0,0.0
Status,1651496215000,46,20,3,8,1605374976,0.00,25.00,45.00,0,1,0,0.0
Status,1651496215000,46,21,5,29,1561097984,21.70,112.00,33.00,0,1,0,21.7
Status,1651496215000,46,22,5,16,1561097984,18.60,120.00,37.00,0,1,0,18.6
Status,1651496215000,46,23,5,9,1561097984,16.10,144.00,33.00,0,1,0,16.1
Status,1651496215000,46,24,5,6,1561097984,22.90,126.00,37.00,0,1,0,22.9
Status,1651496215000,46,25,5,1,1561097984,0.00,95.00,14.00,0,1,0,0.0
Status,1651496215000,46,26,5,2,1561097984,0.00,158.00,69.00,0,1,0,0.0
Status,1651496215000,46,27,5,3,1561097984,0.00,112.00,48.00,0,1,0,0.0
Status,1651496215000,46,28,5,5,1561097984,0.00,230.00,59.00,0,1,0,0.0
Status,1651496215000,46,29,5,7,1561097984,0.00,163.00,24.00,0,1,0,0.0
Status,1651496215000,46,30,5,8,1561097984,0.00,29.00,30.00,0,1,0,0.0
Status,1651496215000,46,31,5,10,1561097984,0.00,174.00,35.00,0,1,0,0.0
Status,1651496215000,46,32,5,12,1561097984,0.00,319.00,6.00,0,1,0,0.0
Status,1651496215000,46,33,5,13,1561097984,0.00,14.00,40.00,0,1,0,0.0
Status,1651496215000,46,34,5,19,1561097984,0.00,30.00,40.00,0,1,0,0.0
Status,1651496215000,46,35,5,21,1561097984,0.00,222.00,26.00,0,1,0,0.0
Status,1651496215000,46,36,5,22,1561097984,0.00,257.00,78.00,0,1,0,0.0
Status,1651496215000,46,37,4,195,1575420032,0.00,104.00,28.00,0,1,0,0.0
Status,1651496215000,46,38,6,26,1575420032,15.20,80.00,22.00,0,1,0,15.2
Status,1651496215000,46,39,6,4,1575420032,0.00,201.00,18.00,0,1,0,0.0
Status,1651496215000,46,40,6,7,1575420032,0.00,0.00,0.00,0,1,0,0.0
Status,1651496215000,46,41,6,12,1575420032,0.00,323.00,25.00,0,1,0,0.0
Status,1651496215000,46,42,6,19,1575420032,0.00,146.00,65.00,0,1,0,0.0
Status,1651496215000,46,43,6,24,1575420032,0.00,289.00,13.00,0,1,0,0.0
Status,1651496215000,46,44,6,31,1575420032,0.00,241.00,28.00,0,1,0,0.0
Status,1651496215000,46,45,6,33,1575420032,0.00,25.00,45.00,0,1,0,0.0
Raw,1651496217436,414749292000000,,,-1335116686144930599,0.3237953186035156,495.75907178223133,-72.67301992201912,36.10586002923125,29,29,0.0,16399,133021357879551,70,21.7,279.7727355957031,1.8519999980926514,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.66,17.4,-1508.574951171875,35.88401794433594,,,I,
Raw,1651496217436,414749292000000,,,-1335116686144930599,0.3237953186035156,495.75907178223133,-72.67301992201912,36.10586002923125,29,6,0.0,16399,133021309951829,61,22.9,-310.2013854980469,1.0099999904632568,16,0.0,0.0,1.56109798E9,,,,0,,5,-7.66,18.599999999999998,-1508.574951171875,35.88401794433594,,,I,
Status,1651496215000,46,0,1,15,1575420032,19.90,109.00,66.00,0,1,0,19.9
Status,1651496215000,46,1,1,18,1575420032,18.90,326.00,30.00,0,1,0,18.9
Status,1651496215000,46,2,1,24,1575420032,13.20,154.00,10.00,0,1,0,13.2
Status,1651496215000,46,3,1,2,1575420032,0.00,85.00,14.00,0,1,0,0.0
Status,1651496215000,46,4,1,5,1575420032,0.00,32.00,24.00,0,1,0,0.0
Status,1651496215000,46,5,1,10,1575420032,0.00,241.00,14.00,0,1,0,0.0
Status,1651496215000,46,6,1,12,1575420032,0.00,174.00,11.00,0,1,0,0.0
Status,1651496215000,46,7,1,13,1575420032,0.00,67.00,35.00,0,1,0,0.0
Status,1651496215000,46,8,1,20,1575420032,0.00,47.00,2.00,0,1,0,0.0
